Carimbo de data/hora;Gênero? ;Idade?;Estado Civil?;Quantos filhos possui?;Qual é o seu grau de escolaridade ?;Qual sua graduação?;Há quanto tempo você é militar?;Na área de qual Distrito Naval você servia antes do curso?;Quantas pessoas residem com você?;Quantas pessoas residem com você contribuem para o orçamento familiar?;Quantas pessoas não residem na mesma casa contribuem para o orçamento?;Até que parcela do orçamento essas pessoas que não residem contribuem?;Você contribui financeiramente com outra pessoa que não mora com você?;Até que parcela do orçamento você contribui  com pessoas que não residem na mesma casa que você?;Quantos cartões de crédito você possui?;Quantas contas bancárias você mantém?;Você investe/poupa parte do seu salário?;Que parte dessa quantia poupada fica em caderneta de poupança?;Por qual motivo você poupa parte do seu salário?;Você tem o hábito de anotar seus gastos?;Você conhece ferramentas que auxiliam no planejamento financeiro pessoal?;Quantas vezes você já deixou de pagar o valor total do cartão de crédito ou utilizou o cheque especial?;Você já pegou algum empréstimo em instituição financeira?;Você tem algum tipo de dívida (empréstimos, financiamentos, rotativo do cartão)?;Qual parte do seu orçamento está comprometido com dívidas acima de 12 meses?;Durante a Infância/adolescência alguém conversou com você sobre poupança, investimentos e demais assuntos ligados às finanças pessoais?;De quantas palestras sobre educação financeira ministradas pela Marinha você já participou?;Onde você adquiriu a maior parte dos seus conhecimentos para gerir o seu dinheiro?;Como você classificaria sua segurança em relação aos seus conhecimentos?
10/4/2018 22:17:18;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;1;Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Em casa com a família, Da minha experiência prática;Moderada
10/4/2018 22:17:50;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;0;0;0;;2;20%;1;1;0%;0%;Outros fins;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Em casa com a família, Da minha experiência prática;Moderada
10/4/2018 22:19:57;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;4;1;1;0;;1;30%;2;2;20%;0%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;10%;Sim;4 ou mais;Na internet;Excelente
10/4/2018 22:21:15;Masculino;De 26 a 30 anos;Separado (a)/Divorciado (a);0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;0;0;0;;0;;1;1;10%;Mais de 30%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Sim;1;Em casa com a família;Moderada
10/4/2018 22:21:31;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;6;4 ou mais;1;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Da minha experiência prática;Satisfatório
10/4/2018 22:22:59;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;1;20%;1;1;0%;0%;Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;10%;Sim;2;Na internet, Da minha experiência prática;Satisfatório
10/4/2018 22:24:05;Masculino;De 26 a 30 anos;Solteiro (a);1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;1;70%;1;30%;2;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria, Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Da minha experiência prática;Moderada
10/4/2018 22:25:15;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;2;0;;0;;0;1;0%;0%;;Não registro;Não;0;Construir/ comprar a casa própria;Não tenho dívidas pessoais;0%;Não;4 ou mais;Em casa com a família;Moderada
10/4/2018 22:26:11;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;7;2;0;0;;0;;2;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;0%;Sim;3;Em casa com a família;Satisfatório
10/4/2018 22:26:48;Masculino;Acima de 30 anos;Casado (a)/União Estável;2;Ensino Superior Incompleto;Cabo;Entre 5 e 8 anos;8;3;1;0;;0;;1;1;10%;20%;Para certas emergências;Raramente e não analiso os grupos;Conheço mas não utilizo;2;Nunca;Acima de 24 meses com prestação em dia.;10%;Não;0;Na internet;Moderada
10/4/2018 22:27:09;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;1;1;0;;0;;1;1;30%;30%;Para realizar viagens;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Construir/ comprar a casa própria;Não tenho dívidas pessoais;0%;Não;2;Em casa com a família;Satisfatório
10/4/2018 22:28:42;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;9;3;1;0;;1;20%;1;1;20%;20%;Comprar minha casa, Para certas emergências;Diariamente  e analiso para planejar-me;Não;3;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;30%;Sim;1;Em casa com a família;Inseguro
10/4/2018 22:29:35;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;2;0;;4 ou mais;30%;1;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;2;Construir/ comprar a casa própria;Não tenho dívidas pessoais;0%;Não;2;Em palestras ministradas na Marinha;Moderada
10/4/2018 22:29:45;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;0;;0;;0;2;10%;10%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Outro;Abaixo de 24 meses com prestação em dia;20%;Não;2;Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet;Moderada
10/4/2018 22:30:54;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;4 ou mais;2;0;;0;;2;2;Mais de 30%;0%;Comprar minha casa, Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Outro;Não tenho dívidas pessoais;0%;Não;3;Na internet, Da minha experiência prática;Satisfatório
10/4/2018 22:31:58;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;2;0;;0;;3;1;10%;0%;Outros fins;Raramente e não analiso os grupos;Não;0;Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Da minha experiência prática;Moderada
10/4/2018 22:33:11;Masculino;Acima de 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;3;0;0;;0;;2;2;0%;0%;Outros fins;Raramente e não analiso os grupos;Não;2;;Acima de 24 meses com prestação em dia.;20%;Sim;1;Em casa com a família, Em conversa com amigos, Em revistas, livros, TV e rádio, Em palestras ministradas na Marinha;Moderada
10/4/2018 22:35:22;Masculino;Acima de 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;0;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;1;Em casa com a família;Inseguro
10/4/2018 22:36:54;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;1;1;0;;0;;2;2;20%;0%;Para certas emergências, Para realizar viagens, Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;10%;Não;0;Na internet;Inseguro
10/4/2018 22:37:58;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;4;4 ou mais;1;0;;0;;0;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Pagar uma dívida;Abaixo de 24 meses com prestação em dia;Mais de 30%;Não;3;Da minha experiência prática;Moderada
10/4/2018 22:39:02;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;0;;2;2;10%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;0%;Não;0;Na internet;Inseguro
10/4/2018 22:41:06;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;9;2;0;2;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Outro;Não tenho dívidas pessoais;0%;Não;4 ou mais;Em casa com a família, Em conversa com amigos, Na internet, Em palestras ministradas na Marinha;Moderada
10/4/2018 22:41:29;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;2;0;;1;10%;1;1;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Sim;1;Da minha experiência prática;Satisfatório
10/4/2018 22:43:40;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;2;0;0;;0;;1;2;0%;0%;;Não registro;Conheço mas não utilizo;0;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;30%;Não;0;Na internet;Inseguro
10/4/2018 22:45:10;Masculino;Acima de 30 anos;Solteiro (a);2;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;4 ou mais;4 ou mais;2;35%;2;20%;0;1;0%;0%;Comprar minha casa;Não registro;Não;2;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Sim;0;Em casa com a família;Inseguro
10/4/2018 22:48:13;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;20%;20%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;2;Construir/ comprar a casa própria;Abaixo de 24 meses com prestação em dia;30%;Sim;2;Em casa com a família;Moderada
10/4/2018 22:49:41;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;1;10%;3;2;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria, Pagar uma dívida;Abaixo de 24 meses com dificuldade em liquidar;Mais de 30%;Não;3;Em conversa com amigos, Na internet, Em palestras ministradas na Marinha;Moderada
10/4/2018 22:51:08;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;1;0;;0;;2;2;10%;10%;Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;1;Construir/ comprar a casa própria;Não tenho dívidas pessoais;30%;Sim;4 ou mais;Na internet;Moderada
10/4/2018 22:54:39;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;1;0;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;1;Em casa com a família;Moderada
10/4/2018 22:57:32;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;4 ou mais;0;0;;0;;0;2;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;1;Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;1;Em palestras ministradas na Marinha;Moderada
10/4/2018 23:18:48;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;2;3;1;0;;0;;2;2;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Construir/ comprar a casa própria;Abaixo de 24 meses com dificuldade em liquidar;10%;Não;2;Em casa com a família;Moderada
10/4/2018 23:20:14;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;4 ou mais;1;0;;0;;2;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Não;0;Na internet;Moderada
10/4/2018 23:21:19;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;0;0;;0;;0;1;0%;0%;Para certas emergências;Não registro;Não;2;Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Em casa com a família;Moderada
10/4/2018 23:23:36;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;30%;30%;Para realizar viagens;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Não;0;Em conversa com amigos, Na internet, Da minha experiência prática;Satisfatório
10/4/2018 23:24:54;Masculino;Acima de 30 anos;Separado (a)/Divorciado (a);0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;0;0;0;;1;;1;2;10%;10%;Comprar minha casa;Não registro;Não;3;Outro;Abaixo de 24 meses com prestação em dia;20%;Sim;3;Em revistas, livros, TV e rádio;Inseguro
10/4/2018 23:26:03;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;2;2;0;;0;;0;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;10%;Sim;4 ou mais;Em casa com a família;Excelente
10/4/2018 23:27:06;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;1;3;1;0;;0;;2;2;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;1;Em casa com a família;Moderada
10/4/2018 23:28:11;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;7;2;1;0;;1;10%;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;30%;Não;2;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática, Em palestras ministradas na Marinha;Moderada
10/4/2018 23:29:21;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;3;2;0;;0;;0;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;2;Em casa com a família, Em conversa com amigos, Da minha experiência prática;Moderada
10/4/2018 23:30:31;Masculino;De 26 a 30 anos;Solteiro (a);1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;4 ou mais;1;0;;1;20%;1;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;30%;Não;1;Da minha experiência prática;Moderada
10/4/2018 23:31:42;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;4 ou mais;4 ou mais;0;;0;;0;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Construir/ comprar a casa própria;Abaixo de 24 meses com prestação em dia;10%;Sim;1;Em palestras ministradas na Marinha;Moderada
10/4/2018 23:35:20;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;2;0;;0;;1;2;10%;10%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;0%;Sim;4 ou mais;Em casa com a família;Moderada
10/4/2018 23:39:13;Masculino;Acima de 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;2;2;0;;0;;2;2;10%;10%;Comprar minha casa, Para certas emergências;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Da minha experiência prática;Satisfatório
10/4/2018 23:41:01;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;0;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Comprar carro/moto, Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Em casa com a família, Na internet;Moderada
10/4/2018 23:42:21;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;1;1;0%;0%;Comprar carro/moto;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;30%;Sim;2;Em casa com a família, Em aulas na universidade, Em palestras ministradas na Marinha;Satisfatório
10/4/2018 23:43:46;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;4 ou mais;1;0;;0;;2;2;0%;0%;Para certas emergências, Para realizar viagens, Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Não;2;Em revistas, livros, TV e rádio, Na internet;Satisfatório
10/4/2018 23:44:52;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Superior Completo;Cabo;Mais de 10 anos;7;3;0;0;;0;;1;1;10%;Mais de 30%;Comprar minha casa, Para certas emergências, Para realizar viagens;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Outro;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em casa com a família, Em aulas na universidade;Satisfatório
10/4/2018 23:45:56;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;3;0;;0;;1;1;Mais de 30%;Mais de 30%;Comprar carro/moto, Para certas emergências, Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática;Satisfatório
10/4/2018 23:47:09;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;0;1;0%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Da minha experiência prática;Satisfatório
10/4/2018 23:48:24;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Entre 8 e 10 anos;2;4 ou mais;4 ou mais;1;100%;0;;0;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;1;Da minha experiência prática;Inseguro
10/4/2018 23:49:59;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;1;1;10%;Mais de 30%;Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;1;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;20%;Não;2;Em palestras ministradas na Marinha;Moderada
10/4/2018 23:53:26;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Completo;Cabo;Entre 8 e 10 anos;1;3;3;0;;0;;1;2;10%;10%;Para realizar viagens;Não registro;Conheço mas não utilizo;0;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;10%;Não;2;Da minha experiência prática;Satisfatório
10/4/2018 23:54:36;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;0;0;0;;1;;1;1;20%;0%;Outros fins;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Outro;Não tenho dívidas pessoais;20%;Sim;2;Em casa com a família;Moderada
10/4/2018 23:55:40;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;1;0;;0;;2;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;1;Em casa com a família, Da minha experiência prática;Moderada
10/4/2018 23:57:08;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;0;0;;0;;0;1;0%;0%;;Não registro;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Não;0;Em aulas na universidade;Moderada
10/4/2018 23:58:46;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;2;2;10%;10%;Para certas emergências;Não registro;Não;3;Outro;Abaixo de 24 meses com dificuldade em liquidar;30%;Não;0;Da minha experiência prática;Moderada
11/4/2018 0:00:14;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;1;2;10%;10%;Comprar minha casa;Não registro;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;3;Em casa com a família;Inseguro
11/4/2018 0:01:17;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;3;4 ou mais;2;4 ou mais;;1;;2;2;20%;20%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;20%;Sim;4 ou mais;Em casa com a família;Satisfatório
11/4/2018 0:03:25;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;3;0;;0;;2;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Sim;2;Em casa com a família;Inseguro
11/4/2018 0:03:49;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;0%;0%;Outros fins;Diariamente  e analiso para planejar-me;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;1;Em casa com a família, Em conversa com amigos;Inseguro
11/4/2018 0:04:33;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;9;1;0;0;;1;25%;1;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;3;Em palestras ministradas na Marinha;Moderada
11/4/2018 0:05:43;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;0;;1;1;10%;10%;Outros fins;Não registro;Não;2;Pagar uma dívida;Acima de 24 meses com prestação em dia.;10%;Sim;2;Em conversa com amigos;Satisfatório
